Id,MSSubClass,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,BsmtUnfSF,TotalBsmtSF,GrLivArea,GarageArea,SalePrice
1398,70,6120,5,8,1920,2004,939,939,1513,180,137500
1399,50,7200,5,4,1950,1982,676,1208,1904,240,138000
1400,50,6171,6,6,1925,1990,712,976,1608,216,137450
1401,50,6000,6,7,1929,1950,862,862,1158,208,120000
1402,60,7415,6,5,2004,2004,80,839,1593,398,193000
1403,20,6762,7,5,2006,2006,1286,1286,1294,662,193879
1404,20,15256,8,5,2007,2007,556,1485,1464,754,282922
1405,50,10410,3,4,1915,1950,672,672,1214,936,105000
1406,120,3842,8,5,2004,2005,221,1594,1646,482,275000
1407,85,8445,5,7,1972,2007,112,768,768,396,133000
1408,20,8780,5,5,1985,1985,208,833,833,0,112000
1409,70,7740,4,7,1910,1950,622,622,1363,528,125500
1410,60,20544,7,6,1986,1991,791,791,2093,542,215000
1411,60,12420,7,5,2001,2001,278,944,1840,622,230000
1412,50,9600,6,8,1950,2005,736,856,1668,271,140000
1413,90,7200,4,5,1949,1950,0,0,1040,420,90000
1414,20,10994,8,5,2005,2006,868,1844,1844,620,257000
1415,50,13053,6,7,1923,2000,833,833,1848,370,207000
1416,120,3635,7,5,2007,2007,398,1386,1569,660,175900
1417,190,11340,4,6,1885,1950,777,777,2290,560,122500
1418,60,16545,8,5,1998,1998,503,1284,2450,1069,340000
1419,20,9204,5,5,1963,1963,247,1144,1144,336,124000
1420,20,16381,6,5,1969,1969,734,1844,1844,540,223000
1421,60,11700,6,6,1968,1968,304,708,1416,776,179900
1422,120,4043,6,5,1977,1977,709,1069,1069,440,127500
1423,120,4435,6,5,2003,2003,162,848,848,420,136500
1424,80,19690,6,7,1966,1966,697,697,2201,432,274970
1425,20,9503,5,5,1958,1983,193,1024,1344,484,144000
1426,20,10721,6,6,1959,1959,1252,1252,1252,528,142000
1427,60,10944,7,5,1994,1994,223,1223,2127,525,271000
1428,50,10930,5,6,1945,1950,333,913,1558,288,140000
1429,30,7200,5,7,1940,1992,278,788,804,240,119000
1430,20,12546,6,7,1981,1981,762,1440,1440,467,182900
1431,60,21930,5,5,2005,2005,732,732,1838,372,192140
1432,120,4928,6,6,1976,1976,0,958,958,440,143750
1433,30,10800,4,6,1927,2007,656,656,968,216,64500
1434,60,10261,6,5,2000,2000,936,936,1792,451,186500
1435,20,17400,5,5,1977,1977,190,1126,1126,484,160000
1436,20,8400,6,9,1962,2005,1319,1319,1537,462,174000
1437,20,9000,4,6,1971,1971,248,864,864,528,120500
1438,20,12444,8,5,2008,2008,596,1932,1932,774,394617
1439,20,7407,6,7,1957,1996,312,912,1236,923,149700
1440,60,11584,7,6,1979,1979,114,539,1725,550,197000
1441,70,11526,6,7,1922,1994,588,588,2555,672,191000
1442,120,4426,6,5,2004,2004,151,848,848,420,149300
1443,60,11003,10,5,2008,2008,252,1017,2007,812,310000
1444,30,8854,6,6,1916,1950,952,952,952,192,121000
1445,20,8500,7,5,2004,2004,1422,1422,1422,626,179600
1446,85,8400,6,5,1966,1966,0,814,913,240,129000
1447,20,26142,5,7,1962,1962,595,1188,1188,312,157900
1448,60,10000,8,5,1995,1996,141,1220,2090,556,240000
1449,50,11767,4,7,1910,2000,560,560,1346,384,112000
1450,180,1533,5,7,1970,1970,77,630,630,0,92000
1451,90,9000,5,5,1974,1974,896,896,1792,0,136000
1452,20,9262,8,5,2008,2009,1573,1573,1578,840,287090
1453,180,3675,5,5,2005,2005,0,547,1072,525,145000
1454,20,17217,5,5,2006,2006,1140,1140,1140,0,84500
1455,20,7500,7,5,2004,2005,811,1221,1221,400,185000
1456,60,7917,6,5,1999,2000,953,953,1647,460,175000
1457,20,13175,6,6,1978,1988,589,1542,2073,500,210000
1458,70,9042,7,9,1941,2006,877,1152,2340,252,266500
1459,20,9717,5,6,1950,1996,0,1078,1078,240,142125
1460,20,9937,5,6,1965,1965,136,1256,1256,276,147500
